user_id,user_total_events,user_activity_score,login_count,login_failed_count,login_failure_rate,unique_ip_count,ip_entropy,offhours_login_count,offhours_login_ratio,multi_ip_day_count,brute_force_max_burst,unique_device_count,geo_impossible_login_count,total_deposits,total_withdrawals,deposit_count,withdrawal_count,deposit_withdrawal_ratio,small_deposit_count,small_deposit_ratio,deposit_amount_std,deposit_amount_cv,dormant_withdrawal_flag,has_dep_with_cycle,deposit_to_withdrawal_mean_h,deposit_to_withdrawal_min_h,kyc_before_withdrawal_flag,bonus_abuse_flag,trade_count,mean_volume,std_volume,max_volume,volume_spike_ratio,mean_lot_size,max_lot_size,mean_trade_duration_s,min_trade_duration_s,total_pnl,mean_pnl,pnl_std,pnl_sharpe,win_rate,latency_arb_trade_count,latency_arb_ratio,unique_instruments,instrument_gini,top_instrument_ratio,direction_imbalance,trades_per_day,volume_pop_zscore,lot_pop_zscore,duration_pop_zscore,news_window_trade_ratio,mean_margin_used,max_margin_used,mean_session_duration,std_session_duration,min_session_duration,bot_speed_pageview_count,bot_speed_ratio,event_type_entropy,support_ticket_count,account_modify_count,password_change_count,event_bigram_entropy,rolling_7d_volume_zscore,rolling_30d_volume_zscore,rolling_7d_trade_count_zscore,rolling_7d_pnl_zscore,rolling_data_coverage_days,rolling_7d_deposit_zscore,rolling_7d_login_count_zscore,rolling_7d_withdrawal_zscore,mean_inter_login_hours,std_inter_login_hours,min_inter_login_sec,login_to_trade_mean_min,fingerprint_entropy,fingerprint_mismatch_count,device_rotation_rate,ip_hub_score,device_sharing_score,max_users_per_shared_ip,graph_component_size,graph_betweenness,sync_trade_count,collusion_risk_score,concept_drift_volume_ratio,concept_drift_trade_ratio,trade_dow_gini,trade_hour_entropy,portal_hour_entropy,login_risk_score,financial_risk_score,trading_risk_score,network_risk_score,composite_risk_score
U0001,376,1.0,17,2,0.10526315789473684,1,-1.4426951601859516e-10,0,0.0,0,1,1,0,18850.43,4413.06,9,3,4.2715100179920515,0,0.0,684.0887870331193,0.32661319043109754,0,1,262.82311728395064,0.6938888888888889,0,0,273,16591.569926739925,4141.800733604587,32010.53,1.9293249608893246,0.6102197802197802,4.0,3515.2417582417584,46.0,-252.51000000000005,-0.9249450549450551,64.74306205801287,-0.014286396496295777,0.4725274725274725,0,0.0,8,0.07738095238095233,0.14652014652014653,0.1062271062271063,3.067415730337079,-0.06341536100588195,-0.4825268921524323,0.0,0.0,499.0037728937728,1307.37,197.04958333333332,183.09232023075754,20.21,0,0.0,3.2079084025757254,2,3,5,5.507778396994191,0.7478711533238489,0.8623187957179369,0.6656832761699196,0.14607850441780112,87,-0.42913831056393253,-0.3255233679911786,-0.23881396718535727,117.93347222222222,140.03489799680403,8394.0,456.8049019607843,-1.4426951601859516e-10,1,0.058823529411764705,0,2,1,192,9.628242845680663e-05,493,0.76,1.039755416137945,0.8385093167701864,0.06070120355834652,4.215240829470691,3.975668362633098,0.03655117331388424,0.17830200088282955,0.20594051350054499,0.044513195787396015,0.12321927617195993
U0002,243,1.0,10,5,0.3333333333333333,1,-1.4426951601859516e-10,1,0.1,0,1,1,0,4669.97,576.67,6,1,8.098167062618135,0,0.0,110.60456797378066,0.14210528286962956,0,1,957.6716666666666,384.36944444444447,0,0,177,92999.46378531073,21874.282287235,181411.39,1.950671354608971,0.44802259887005647,4.64,3518.1186440677966,90.0,2556.8,14.445197740112995,397.3176610495951,0.03635679748529949,0.4915254237288136,0,0.0,8,0.07980225988700562,0.1694915254237288,0.10734463276836159,2.0344827586206895,2.0638220428463225,-0.6807943520261099,0.0,0.005649717514124294,2776.7927118644066,6522.56,158.7606451612903,118.78476855039072,38.52,0,0.0,3.1403987583492627,2,1,0,5.256607229879638,-0.39218965833371755,5.148890335242847,-0.27840506214875743,0.3907221637599953,75,0.587921873866519,0.19723106774868585,-0.1561737618886061,231.96966049382715,264.17887154792237,50853.0,622.2481481481482,-1.4426951601859516e-10,1,0.1,0,0,1,1,0.0,309,0.5,1.0818548155382226,0.9038279773156901,0.15334947538337373,4.260381165095383,4.076750421723881,0.09529039480768048,0.09601341286367879,0.1689519954235182,0.023357503637989076,0.0986297111687789
U0003,160,0.5,5,4,0.4444444444444444,1,-1.4426951601859516e-10,0,0.0,0,1,2,0,24668.69,10310.11,8,4,2.392669913318093,0,0.0,771.3538870053188,0.25014830929581383,0,1,245.4920555555556,83.75611111111111,0,0,97,1327.3744329896906,319.1312743604669,2364.01,1.7809669534431667,0.09639175257731958,2.08,3807.175257731959,229.0,-16.849999999999998,-0.17371134020618553,5.270821077638116,-0.03295716884474981,0.5154639175257731,0,0.0,8,0.06314432989690721,0.14432989690721648,0.09278350515463918,1.1022727272727273,-0.4883788818447107,-1.1106227505688153,0.6404890816286501,0.0,37.31721649484537,107.05,127.0307142857143,110.55076380219487,8.95,1,0.058823529411764705,3.1941792910826488,0,5,0,5.235981384763349,-0.013677236691989711,-0.4706475570638198,0.13008651643934654,-0.1396394911156488,65,-0.24854885098193316,0.08851045917002395,-0.29841302419736987,245.90020833333332,163.14991182598254,86380.0,756.7766666666666,-1.4426951601859516e-10,1,0.4,0,5,1,192,0.004915752875100294,205,0.8500000000000001,0.9266953090284888,0.9195652173913044,0.050073637702503726,4.273573315108222,4.101437611015711,0.10320177470946235,0.14055396657508615,0.15902859637305627,0.04067038631916289,0.11057457033776073
U0004,467,1.0,14,3,0.17647058823529413,1,-1.4426951601859516e-10,1,0.07142857142857142,0,1,1,0,1057.51,368.3,9,4,2.871327721965788,9,1.0,23.807522679000247,0.20261529830545552,0,1,617.7472916666666,120.64694444444444,0,0,377,9846.562785145888,2411.1058082683476,18792.6,1.9085441701900003,0.793554376657825,4.53,3590.769230769231,116.0,-1224.0100000000002,-3.2467108753315657,40.20465692042474,-0.08075459720394167,0.46153846153846156,0,0.0,8,0.08123342175066317,0.14854111405835543,0.02917771883289122,4.235955056179775,-0.25120003555020737,-0.25842136553195466,0.09757224067156459,0.007957559681697613,285.9731034482759,913.2,166.97081081081078,159.15267136338647,6.63,0,0.0,3.2890458230823203,1,1,2,5.5709095461926905,0.3977307554597869,0.6553358792466331,0.42286499358761837,-0.20500360812923105,88,-0.06634345518201255,0.48409928119277573,0.5970385657334168,157.9743376068376,168.98827218707783,76412.0,280.577380952381,-1.4426951601859516e-10,1,0.07142857142857142,0,0,1,1,0.0,671,0.5,0.9774151757206283,0.9730848861283644,0.11292156119742325,4.281742183723909,4.233822756208772,0.06048834221569048,0.3416366082717946,0.18090882006031722,0.04208335045630997,0.15035111040686858
U0005,250,1.0,9,5,0.35714285714285715,3,1.5846929861323646,2,0.2222222222222222,0,1,1,0,3180.22,0.0,6,0,3180.2200000000003,0,0.0,187.25100733151388,0.3532793467084299,0,0,0.0,0.0,0,0,177,1200.4790395480225,283.0747320550698,2109.39,1.7571235569378874,2.722372881355932,8.12,3432.2542372881358,180.0,-14.139999999999986,-0.07988700564971744,4.899892506787146,-0.01630382820420264,0.5084745762711864,0,0.0,8,0.0981638418079096,0.15819209039548024,0.005649717514124242,2.0113636363636362,-0.49191171875034906,2.099338136214715,0.0,0.0,37.761468926553675,94.96,191.4663157894737,139.78449452776968,24.52,0,0.0,3.11910389895974,0,2,0,5.367502251600121,-0.08627755000180251,-0.45185424264096846,-0.06999271572988747,0.4938279471808597,75,-0.3861137184157587,-0.13026547364572819,0.0,251.8414236111111,203.54342346105625,182142.0,1259.2185185185185,-1.4426951601859516e-10,1,0.1111111111111111,0,0,1,1,0.0,330,0.5,0.9706998913009404,0.9456521739130435,0.06133979015334945,4.201240086779861,4.103568564645347,0.19579075009069474,0.19282334241036198,0.16266251887770491,0.024443809668886145,0.13326628334874113
U0006,172,0.5,9,3,0.25,1,-1.4426951601859516e-10,1,0.1111111111111111,0,1,3,0,674.69,1549.92,3,6,0.43530633839165894,0,0.0,12.682272404160601,0.05639155347267902,0,1,243.31055555555557,114.5286111111111,0,0,100,91378.15,24642.921338092612,168083.4,1.8394266025302548,0.8515999999999998,3.1,3428.05,333.0,1952.2100000000005,19.522100000000005,366.9307753068181,0.05320376843200499,0.48,0,0.0,8,0.10749999999999993,0.16,0.040000000000000036,1.1363636363636365,2.0186837835209435,-0.18746724536125386,0.0,0.0,2554.616,6012.68,170.71937499999999,144.50301260253946,15.59,0,0.0,3.2322794387103326,0,3,2,5.5932714074278325,-0.30953585295672953,3.25543227564142,-0.17783276385982416,-0.028376458358666416,58,0.5080899094678132,-0.10473028366593361,0.3238172650731955,219.78427083333332,198.3890567657374,54128.0,2369.114814814815,-1.4426951601859516e-10,1,0.3333333333333333,0,3,1,192,0.023047160559864492,166,0.79,1.0141490013478665,0.7379862700228834,0.14857142857142858,4.051950783597089,4.066923570267009,0.08046196906674129,0.03627680092909983,0.17156172471868775,0.031282892958117224,0.08756190616756802
U0007,145,0.5,10,1,0.09090909090909091,1,-1.4426951601859516e-10,0,0.0,0,1,2,0,2355.4,300.3,7,1,7.843489843489843,1,0.14285714285714285,85.06210689003319,0.2527955965994023,0,1,477.7036111111112,265.5077777777778,0,0,79,2901.1816455696203,721.020479341127,5765.95,1.9874488068698328,0.1021518987341772,1.55,4129.620253164557,571.0,251.93,3.188987341772152,12.017801496427289,0.2653553016930917,0.5822784810126582,0,0.0,8,0.1661392405063291,0.17721518987341772,0.11392405063291144,0.8977272727272727,-0.4445632313930804,-1.1035816322366858,1.4494352129341286,0.0,86.73455696202532,175.56,123.24249999999999,134.92732671152464,6.84,0,0.0,3.2418528776109126,1,2,0,5.356456844620608,0.5558236386510526,-0.4017249007625226,0.6138399807265107,0.5522047227396263,53,-0.46115101713345286,0.16652554397087607,-0.1643989873053573,205.15185185185183,235.8916935600425,172125.0,1695.5133333333335,-1.4426951601859516e-10,1,0.2,0,1,1,2,0.0,157,0.54,1.0149339918096714,1.1684782608695652,0.1338155515370707,4.07323853844629,3.85382552001668,0.033730536577707734,0.18290293094311208,0.2600494014906596,0.01939312678065136,0.13421551510860472
U0008,68,0.5,9,1,0.1,2,0.9932338194511676,0,0.0,0,1,2,0,2863.38,1283.36,5,4,2.2311588330632093,0,0.0,161.02228178112495,0.28117518768225824,0,1,677.2194999999999,411.4925,0,1,6,652.0100000000001,130.23734211047153,900.61,1.3812824956672443,1.5066666666666666,3.11,3820.3333333333335,2145.0,4.1499999999999995,0.6916666666666665,2.8577992698345116,0.24202772880781068,0.5,0,0.0,5,0.1333333333333333,0.3333333333333333,0.0,0.07692307692307693,-0.507181395702066,0.6132766576285151,0.6734999036414915,0.0,21.168333333333333,26.07,191.895,150.28856614797687,36.0,0,0.0,3.142365152232903,3,1,3,5.256648553018907,0.0,0.0,0.0,0.0,6,-0.36550769708442704,-0.15222449281824155,0.14113036872631254,245.9572222222222,320.9439990228767,123604.0,7461.881249999999,-1.4426951601859516e-10,1,0.2222222222222222,0,1,1,192,0.0054667023268253545,7,0.30000000000000004,0.879119227671111,0.1956521739130435,0.5714285714285714,2.584962499855539,4.006695204674721,0.0849095708113979,0.21640309723244663,0.17905378837562652,0.006512780841357341,0.11882203331140857
U0009,405,1.0,9,3,0.25,2,0.9943290453048492,0,0.0,0,1,1,0,1241.67,0.0,3,0,1241.67,0,0.0,74.05559465698727,0.1789257886322145,0,0,0.0,0.0,0,0,326,30889.0113803681,7693.401263228014,61156.01,1.979862976089564,0.53079754601227,5.09,3763.245398773006,125.0,-149.79999999999995,-0.4595092024539876,138.01095301150193,-0.0033295125671343765,0.4754601226993865,0,0.0,8,0.09662576687116564,0.1687116564417178,0.08588957055214719,3.662921348314607,0.3346332005189335,-0.5796114684858679,0.5302783791615101,0.0,917.4564110429449,2486.45,177.1645652173913,185.60179550983182,10.02,1,0.037037037037037035,2.9249888979858434,0,3,1,5.007854258213374,0.5011531955482922,2.7473913110195967,0.3898863159930938,-0.31526222328263553,86,-0.24993251195686036,0.40406101782088427,0.0,240.12475694444444,186.49903720024665,73393.0,401.6018518518519,-1.4426951601859516e-10,1,0.1111111111111111,0,1,1,192,0.00019256485691361325,618,0.73,1.0174903341325918,0.9903381642512077,0.049079754601227155,4.205557632500817,4.122315081891715,0.1144396893081939,0.09765945541092762,0.20571222264704447,0.04729426917661729,0.1216387577297975
U0010,372,1.0,9,3,0.25,1,-1.4426951601859516e-10,1,0.1111111111111111,0,1,2,0,5514.2,5778.72,5,7,0.9542251571282222,0,0.0,469.7702570938267,0.4259641082059289,0,1,341.8785555555556,10.175833333333333,0,0,281,6510.026832740214,1698.3343806219175,14897.84,2.288445252648701,1.0387900355871886,4.77,3507.690391459075,42.0,9.229999999999876,0.03284697508896753,27.42496547220251,0.0011977034254522828,0.5338078291814946,0,0.0,8,0.07428825622775803,0.15302491103202848,0.053380782918149405,3.157303370786517,-0.34409101472563763,0.041351113630521984,0.0,0.0035587188612099642,184.13918149466193,447.96,159.5343137254902,176.25160515870377,10.28,0,0.0,2.9029085498779112,1,0,0,5.231207401555838,-0.015331602033888185,0.009479409965679687,-0.08307760254785487,-0.5182469603753479,86,0.16323509129678812,0.3800716226058959,-0.07013720230924017,254.9179513888889,235.64566967643626,179921.0,474.0666666666666,-1.4426951601859516e-10,1,0.2222222222222222,0,2,1,192,0.00019256485691361325,495,0.76,0.9784875259009518,0.8067476002258611,0.04982206405693956,4.335459875897692,4.233883891402921,0.08046196906674129,0.2329838724425058,0.19829824854320638,0.04461665350462431,0.13904061878986873
